vehicle_id,policyholder_id,make,model,year,color,vehicle_value_usd,mileage,fuel_type,vin,is_modified
VH00042,PH00042,Honda,Civic,2006,Black,42239.59,148245.0,EV,KSGKCD4ZBTR7X08SF,yes
VH00043,PH00043,Ford,Mustang,2016,BLACK,"$109,997.89",194599.0,Hybrid,KM25JLLM5RF755E0D,1
VH00044,PH00044,Chevrolet,Silverado,2009,Grey,,157132.0,hybrid,K6K80P2NHWV1CSB03,TRUE
VH00045,PH00045,Honda,Fit,2024,BLACK,"$10,590.16",26758.0,Petrol,F4W1XXAXLRYZNATA5,1
VH00046,PH00046,Audi,A6,2002,gray,36146.34,193618.0,Diesel,ZWAT1SDHVBN0WMT7U,yes
VH00047,PH00047,Tesla,Model S,2018,Black,31885.93,163203.0,petrol,1MB6M7RB9BS55L3N7,True
VH00048,PH00048,BMW,5 Series,2019,White,"$57,387.74",118541.0,Hybrid,W0XLUYYCHRGC761SH,N
VH00049,PH00049,Tesla,Model 3,2012,Black,118289.4,188845.0,Diesel,ZLENTVSTDXPER9WHN,0
VH00050,PH00050,Chevrolet,Malibu,2022,Grey,89093.25,188189.0,Diesel,RWT8D3R8T4T5HRENJ,False
VH00051,PH00051,Chevrolet,Equinox,2019,Green,"$4,487.44",986253.0,Diesel,7P9GCEPVMTGEEYKBD,0
VH00052,PH00052,Nissan,Rogue,2023,BLACK,88821.56,,Petrol,KCYY5FP514SPFTPVC,no
VH00053,PH00053,Audi,Q7,2000,Yellow,56513.38,114726.0,Diesel,J1JN54V8EL800G2EK,0
VH00054,PH00054,Ford,Mustang,2011,White,71390.38,173365.0,Electric,N0M1RYRF38D656NHF,No
VH00055,PH00055,Mercedes,GLE,2023,gray,"$3,574.02",,hybrid,1LJK2RU7C21BXSF2C,0
VH00056,PH00056,Toyota,Highlander,2011,Yellow,"$118,655.65",121709.0,EV,LFLH3LW16PNXHTFL9,1
VH00057,PH00057,Toyota,Prius,2016,white,"$26,459.68",11289.0,Hybrid,D85VHN409BULHRLGZ,TRUE
VH00058,PH00058,BMW,3 Series,2003,white,100240.53,140240.0,petrol,VXCETWFZZFPFFFYRB,0
VH00059,PH00059,Nissan,Sentra,2003,Grey,35767.75,128356.0,Electric,CBDZ5LFEYCX778FCX,Yes
VH00060,PH00060,Nissan,Altima,2015,gray,15395.02,119433.0,DIESEL,EAVY5MC6VAS4JSL31,No
VH00061,PH00061,Audi,Q5,2013,White,"$30,854.82",19628.0,Electric,GV0LMEE32BZ33TYK7,0
VH00062,PH00062,Chevrolet,Tahoe,2022,White,"$101,860.39",70007.0,DIESEL,BS5FZ5PKJ7UXH48C0,False
VH00063,PH00063,Chevrolet,Malibu,2022,BLACK,"$6,446.56",132841.0,hybrid,T943T7H6T5CR0KVVN,False
VH00064,PH00064,Audi,Q5,2000,Yellow,"$107,752.57",,Diesel,186L8U6H9C56NH0LE,yes
VH00065,PH00065,Toyota,RAV4,2004,Blue,41822.96,164466.0,Diesel,9W4DJLAKG3V3J3C57,N
VH00066,PH00066,Toyota,Prius,2012,Orange,"$104,113.78",90358.0,Hybrid,J0H7N29J13SY1LC8E,1
VH00067,PH00067,BMW,5 Series,2021,Yellow,"$82,987.85",114747.0,Diesel,ZFJCY7C4LNTVD7LLE,yes
VH00068,PH00068,Audi,TT,2022,Orange,103888.11,45681.0,DIESEL,F2CELPGALC4CY1APB,no
VH00069,PH00069,Honda,Fit,2008,Grey,"$65,964.32",25009.0,hybrid,GNMPY344HSVX4YUCY,No
VH00070,PH00070,Ford,F-150,2005,Green,"$87,841.38",169509.0,EV,SVN560YVCUG8D7SCH,Y
VH00071,PH00071,Audi,TT,2017,Black,18193.17,174636.0,petrol,AK6PY3CREHF7HJR54,False
VH00072,PH00072,Mercedes,A-Class,2006,White,"$43,608.65",98780.0,EV,NSERSU8RLZHPW7R7Y,FALSE
VH00073,PH00073,Audi,A4,2021,Orange,,,Electric,CF5FAGGYZRFB8GYXN,N
VH00074,PH00074,Mercedes,S-Class,2003,BLACK,12419.65,484.0,Petrol,TRSLUZJPS00V4TJES,Yes
VH00075,PH00075,Honda,Pilot,2019,Yellow,60684.59,,Electric,9KVGJBSCM3W0TUZXL,0
VH00076,PH00076,BMW,3 Series,2021,Blue,"$37,641.43",149576.0,EV,S9RLTZ5BUGV9RL9YE,no
VH00077,PH00077,Mercedes,E-Class,2018,BLACK,"$83,105.32",916578.0,DIESEL,VDLXJ87TTVDZL3HDC,1
VH00078,PH00078,Honda,Accord,2001,gray,"$113,210.84",40571.0,EV,N6Z4YRCSMLZN5YFA0,No
VH00079,PH00079,Hyundai,Santa Fe,2021,gray,72072.91,4797.0,Diesel,82JS3JZSH75RKR53B,0
VH00080,PH00080,Hyundai,Sonata,2019,BLACK,"$21,025.57",15997.0,hybrid,ZAWL8W9N8FRC2MKXB,FALSE
VH00081,PH00081,Hyundai,Kona,2008,Blue,"$106,585.66",30098.0,hybrid,J5D9DLLYE9ZRMJJS4,1
VH00082,PH00082,Ford,Explorer,2015,BLACK,"$80,997.57",181816.0,Electric,WNVPKJWCSM5DH66J7,False
VH00083,PH00083,Honda,Pilot,2003,Grey,"$82,574.97",25219.0,petrol,DV3JW1EWKDA8UNJJ6,True
VH00084,PH00084,Audi,A6,2024,White,"$84,818.56",30560.0,DIESEL,E5E0YJD17Y8683RZY,False
VH00085,PH00085,Tesla,Model X,2011,Blue,"$37,979.03",11933.0,Hybrid,SZ1K4K280FVJRT3LF,Yes
VH00086,PH00086,Mercedes,GLE,2024,white,74342.69,120620.0,Electric,W0VM3DD882RU4SH10,Yes
VH00087,PH00087,Toyota,Corolla,2008,Red,"$24,039.89",193476.0,EV,SBXACYS3FNL1SUZFB,N
VH00088,PH00088,Hyundai,Tucson,2012,Black,45979.32,141901.0,Diesel,MU1JZVAULP951BC4K,Yes
VH00089,PH00089,Chevrolet,Silverado,2000,gray,"$12,494.13",136190.0,Diesel,FUP0VJE9FZHD9Z36C,1
VH00090,PH00090,Toyota,Camry,2008,White,77642.96,75183.0,petrol,CVDN09Y9WCNVT4JL0,0
VH00091,PH00091,Ford,F-150,2012,BLACK,"$114,185.85",53965.0,Hybrid,HG7TAZG2VVHV61JA7,no
VH00092,PH00092,Mercedes,A-Class,2018,white,"$15,588.86",150173.0,EV,1E6UHC67MLUKLD4LU,Yes
VH00093,PH00093,Honda,Pilot,2011,Orange,79390.92,92376.0,Diesel,G31P4PKPFAVC1TTG4,Y
VH00094,PH00094,Chevrolet,Malibu,2002,Blue,"$50,090.08",19665.0,Diesel,4H1S58CF6GRM724WF,no
VH00095,PH00095,Nissan,Pathfinder,2010,Silver,"$93,699.58",8160.0,EV,VHXGT8GP8L60X8K37,TRUE
VH00096,PH00096,Toyota,Highlander,2024,BLACK,"$25,420.37",36035.0,Petrol,5UHSX8N8WSMTHHF0H,True
VH00097,PH00097,Mercedes,E-Class,2000,BLACK,31384.91,,EV,P8BM8ZYXTFDHTET0B,N
VH00098,PH00098,BMW,X3,2000,gray,"$101,754.69",107163.0,Diesel,SE7UFA7MGXRXTK301,TRUE
VH00099,PH00099,Ford,Mustang,2000,White,85232.21,52065.0,DIESEL,22L2NHDJ5AA1S6XVD,False
VH00100,PH00100,Nissan,Rogue,2003,Grey,6359.7,41082.0,Diesel,H4HKWPKJW511D8WDB,Yes
VH00101,PH00101,Ford,Focus,2004,Blue,31661.78,162320.0,hybrid,KS0L7H5NDVW16GCM8,yes
VH00102,PH00102,Honda,CR-V,2000,Blue,69047.06,118255.0,Hybrid,UYH9NXS1U4VGL7DM6,yes
VH00103,PH00103,Ford,F-150,2023,Blue,80396.52,142543.0,petrol,AHS2CKHVAEVY153UZ,0
VH00104,PH00104,Audi,A6,2021,Grey,"$5,328.32",96476.0,petrol,REKB016RHMJGVKBBS,Yes
VH00105,PH00105,Audi,TT,2019,Red,87956.83,38511.0,Electric,AJG9N71Y2E0N6WMYP,True
VH00106,PH00106,Chevrolet,Equinox,2016,gray,49518.89,66506.0,Petrol,M6TELY9GV057Y4KYG,0
VH00107,PH00107,Hyundai,Kona,2016,Red,"$59,123.31",6764.0,Petrol,F9MGXYNB4LPBAZUXR,Yes
VH00108,PH00108,Hyundai,Tucson,2022,BLACK,"$62,148.42",131480.0,Diesel,ZDH1M4BTSDDAKSJ7Y,N
VH00109,PH00109,Audi,A6,2006,White,"$24,507.92",31379.0,petrol,P0G3G9CY3UU74X972,No
VH00110,PH00110,Tesla,Cybertruck,2011,white,"$97,550.91",197825.0,Diesel,KHZ4AKKP24AXYBFTC,no
VH00111,PH00111,Audi,Q5,2013,Blue,20304.02,22018.0,Hybrid,UT9K31422VMB6GTH4,N
VH00112,PH00112,Mercedes,C-Class,2010,BLACK,"$51,192.56",34530.0,EV,Z22G0GXG7UT9GRB04,0
VH00113,PH00113,Hyundai,Elantra,2003,Grey,"$77,044.96",158506.0,Petrol,WX6BKDWP631HLN5AV,0
VH00114,PH00114,Toyota,RAV4,2014,Red,91382.54,139634.0,hybrid,0JNUJ9736GR76BXGY,TRUE
VH00115,PH00115,Honda,CR-V,2022,Grey,"$72,842.05",52467.0,Hybrid,T1ZXPDHVT8D2JTJPB,Yes
VH00116,PH00116,Mercedes,A-Class,2000,Orange,"$101,652.64",54288.0,hybrid,AYYEZWF4J8TWMR9EE,no
VH00117,PH00117,Toyota,Prius,2016,Orange,83615.99,25674.0,hybrid,YD9PBC59NBAYWV0LV,yes
VH00118,PH00118,Nissan,Leaf,2000,BLACK,50122.26,8171.0,Diesel,UG17MF4RG5DCYYY0Z,No
VH00119,PH00119,Toyota,Prius,2022,BLACK,90712.76,45312.0,Petrol,VXWGDK7172AVG4BX8,FALSE
VH00120,PH00120,Toyota,RAV4,2017,Grey,118708.14,36586.0,Hybrid,4E3UD75128DTY4W9A,Yes
VH00121,PH00121,Chevrolet,Tahoe,2015,Grey,"$84,804.10",134022.0,Diesel,MRVCXUSGMY2SZE590,N
VH00122,PH00122,Honda,CR-V,2017,Green,"$7,282.03",68838.0,petrol,1AP7ZV7X30ESS4W8H,True
VH00123,PH00123,BMW,3 Series,2013,gray,,67175.0,Diesel,FB6XHGAT2LVBXKAFS,1
VH00124,PH00124,Honda,CR-V,2006,White,98330.66,121603.0,Hybrid,SPTBK2G61TFV3XNG1,yes
VH00125,PH00125,Nissan,Leaf,2016,Blue,"$92,387.61",95027.0,Hybrid,P7E0UKKK7URCRFZKG,1
VH00126,PH00126,Nissan,Altima,2013,White,"$78,312.44",148143.0,Diesel,DBDUUDLAPB9892GWW,FALSE
VH00127,PH00127,Honda,Civic,2005,white,53221.43,15704.0,Electric,KBFJ0B05EZS400AGL,False
VH00128,PH00128,BMW,M3,2016,BLACK,"$65,619.52",,EV,J7JUPKDK12H775Z5L,FALSE
VH00129,PH00129,Nissan,Leaf,2011,Blue,13356.75,86946.0,EV,5JD2HRHUH5LDHP7SH,N
VH00130,PH00130,BMW,5 Series,2001,Orange,35087.87,112017.0,DIESEL,9G2FL1F3HXJUDWA7G,Y
VH00131,PH00131,Toyota,Prius,2010,Yellow,"$84,121.02",69261.0,hybrid,G8RJYFJ80Y8RRTA0K,1
VH00132,PH00132,Nissan,Pathfinder,2014,gray,"$6,007.72",15683.0,Petrol,5F0AVWY1JZLLNC52N,Yes
VH00133,PH00133,Nissan,Rogue,2013,Grey,,14171.0,Diesel,RYG721GMB5JKYKYDF,yes
VH00134,PH00134,Honda,Fit,2015,Green,"$70,921.65",65324.0,DIESEL,887VWLTU4ZTDR8AB7,1
VH00135,PH00135,Hyundai,Elantra,2009,Black,"$13,929.09",83858.0,Hybrid,KSUTPWSCKN03ANEMU,0
VH00136,PH00136,Ford,Focus,2016,Black,"$76,100.28",83869.0,hybrid,B2M0CAVDWASFVX3GU,TRUE
VH00137,PH00137,Tesla,Model X,2022,gray,33799.26,21302.0,EV,JL4ZC8GS8NMB7ECUV,TRUE
VH00138,PH00138,Mercedes,A-Class,2018,White,"$65,588.94",178644.0,hybrid,K74AG01JK93H8M5RH,True
VH00139,PH00139,Toyota,Highlander,2003,Orange,"$91,972.11",119089.0,Diesel,EN8XK0AH7M3VWRLZB,Y
VH00140,PH00140,BMW,X5,2008,Yellow,"$99,915.08",39230.0,petrol,ZBE6TGNASLKF4KW6K,N
VH00141,PH00141,Toyota,Corolla,2003,BLACK,109157.01,84231.0,Petrol,M4DR3C5ANCHGZFJ01,yes
VH00142,PH00142,BMW,X5,2020,Black,3096.99,168521.0,hybrid,2LLBXNYV7ZPNS0PW9,N
VH00143,PH00143,Honda,Civic,2007,white,98521.7,102844.0,EV,XYBFBZE2FBXRXHKPY,N
VH00144,PH00144,Ford,Escape,2008,gray,13199.79,7926.0,DIESEL,5J85TFP4T87YN2TC8,FALSE
VH00145,PH00145,Mercedes,A-Class,2002,BLACK,48957.64,36411.0,Diesel,7GGACKLVDGLBVE2HB,False
VH00146,PH00146,Hyundai,Kona,2023,Black,"$31,503.67",101795.0,DIESEL,M1TUCL0BBDW648NLZ,True
VH00147,PH00147,Mercedes,E-Class,2018,white,29408.34,33771.0,petrol,7R6NT32WC74HDN6UU,0
VH00148,PH00148,Hyundai,Kona,2012,Grey,37226.92,8925.0,Diesel,B26X5Z0HHJGAE83TH,No
VH00149,PH00149,Mercedes,C-Class,2013,White,"$52,213.44",72648.0,Petrol,YE1S8MW4GUEUKKLNN,N
VH00150,PH00150,Honda,Pilot,2009,Blue,47534.91,107391.0,Electric,XUDJ6YRYZSL24LZL7,True
VH00151,PH00151,Ford,Explorer,2023,gray,"$87,265.13",118982.0,Electric,30GSKTNR7S1NU9NV4,0
VH00152,PH00152,Audi,Q7,2002,Silver,"$40,885.54",120731.0,EV,53WW8P2C8GB6WP40D,N
VH00153,PH00153,BMW,X3,2023,Green,"$11,961.50",33239.0,hybrid,Z8GSEY2B2JRT37FF0,no
VH00154,PH00154,Hyundai,Tucson,2010,Grey,"$63,428.21",157637.0,Hybrid,T7R80WBCHPR08T39J,no
VH00155,PH00155,Ford,Explorer,2005,White,63364.01,178065.0,hybrid,6496HH74HLRYTPA40,1
VH00156,PH00156,Hyundai,Elantra,2002,Green,47298.96,,DIESEL,2VCBJULYVRRJBW2RG,False
VH00157,PH00157,BMW,X3,2003,Black,"$96,661.84",3935.0,Hybrid,ZBGLUBB0BDF9YYUVM,Y
VH00158,PH00158,Chevrolet,Silverado,2017,White,52191.97,192737.0,Diesel,X4N8H42ASGVUEHP13,N
VH00159,PH00159,Tesla,Cybertruck,2005,Orange,68653.19,81925.0,Hybrid,FX8T90ZDTKW408F4J,False
VH00160,PH00160,Toyota,RAV4,2005,BLACK,102281.74,34202.0,Diesel,MNTX7LMN4KVVEX1X9,no
VH00161,PH00161,Ford,F-150,2007,white,,85082.0,petrol,A6EFVHRDE98YBNS04,Yes
VH00162,PH00162,BMW,X5,2018,white,102727.49,146438.0,Electric,T7VEGJY1FGXFRRBMM,Yes
VH00163,PH00163,Toyota,Camry,2021,white,93396.42,7501.0,Electric,BJ60RWA6F5ENC53DR,yes
VH00164,PH00164,Audi,A6,2008,Green,54178.72,45379.0,petrol,AGTX74WMGJRA2808L,no
VH00165,PH00165,Audi,A6,2017,Silver,,77186.0,hybrid,VT092NLC32FZKC6ZU,0
VH00166,PH00166,Chevrolet,Tahoe,2009,white,"$40,066.35",150609.0,Hybrid,E7JAV9E594LU9XNAC,1
VH00167,PH00167,Audi,A4,2013,Grey,"$15,956.68",61922.0,Petrol,F62PEM5VDPCTSWL63,yes
VH00168,PH00168,BMW,X3,2018,Yellow,"$65,989.55",147846.0,DIESEL,53VC6YEUP5WBDDLZX,True
VH00169,PH00169,BMW,3 Series,2020,BLACK,12115.26,192210.0,petrol,THKLF3M8J0TZHKRJ0,yes
VH00170,PH00170,Chevrolet,Equinox,2010,Red,,157266.0,DIESEL,X6LG7B3PPZG013J8W,N
VH00171,PH00171,Hyundai,Sonata,2003,Grey,"$96,664.02",174363.0,hybrid,7UUARXGK78KBWDMYK,Yes
VH00172,PH00172,Mercedes,GLE,2004,gray,55151.32,126113.0,Diesel,H4NYF5KRAVMYJSGJL,1
VH00173,PH00173,Chevrolet,Equinox,2000,Yellow,"$117,422.30",115994.0,Diesel,NU2KJUNZXEPE34YK2,yes
VH00174,PH00174,Toyota,RAV4,2022,gray,"$117,332.99",84488.0,EV,HP31E8TNFVF68MKD0,True
VH00175,PH00175,Chevrolet,Silverado,2013,Red,"$13,194.26",179122.0,hybrid,BXL40CG8YHBB801BX,No
VH00176,PH00176,Mercedes,GLE,2002,BLACK,"$25,965.52",54554.0,DIESEL,84YWEC1AWZD7UZMJV,0
VH00177,PH00177,Toyota,Corolla,2014,Black,30596.05,143500.0,hybrid,A6ZZ9LCEWD04GFCJW,No
VH00178,PH00178,Tesla,Model X,2007,Yellow,"$6,016.32",35854.0,DIESEL,4T76TE93Y5963MNR4,Y
VH00179,PH00179,Honda,Pilot,2009,Orange,"$92,859.42",1730.0,Diesel,LVMCDZNUYJBXLW1KN,FALSE
VH00180,PH00180,BMW,3 Series,2020,Yellow,65904.87,176395.0,Hybrid,N5SVRV2Y7H4XC9V8J,True
VH00181,PH00181,BMW,X5,2006,Silver,"$77,189.18",198341.0,Petrol,NG1UE8R0S9KLYAD39,FALSE
VH00182,PH00182,Hyundai,Elantra,2010,BLACK,7119.18,14205.0,Hybrid,PFN3V8B21XBKUB3CV,no
VH00183,PH00183,Mercedes,S-Class,2009,Yellow,,83297.0,petrol,6L4R9L2AVCZ882M8C,Yes
VH00184,PH00184,Chevrolet,Silverado,2019,white,"$18,723.68",183782.0,DIESEL,7AMH58Y298ZEMZBNA,N
VH00185,PH00185,Ford,Explorer,2004,Green,"$72,618.63",549905.0,hybrid,YGDA2VLUDDU0CWKHZ,1
VH00186,PH00186,Nissan,Sentra,2015,Red,"$52,134.34",28109.0,Electric,YNJ0YP7CTDNPDHDPX,N
VH00187,PH00187,Hyundai,Santa Fe,2007,White,"$42,457.67",22016.0,hybrid,441TRZLKK4XU1GEZ6,TRUE
VH00188,PH00188,Nissan,Sentra,2014,Black,"$106,010.98",16209.0,Electric,02U8P09AVV4M92MDR,No
VH00189,PH00189,Honda,CR-V,2023,Blue,"$26,546.02",71855.0,hybrid,RN4E1BFXZSAW4SCD6,False
VH00190,PH00190,Mercedes,A-Class,2010,Grey,"$50,925.24",6261.0,DIESEL,4VE2AVS078NHSPYYF,FALSE
VH00191,PH00191,Ford,Mustang,2002,Silver,"$79,055.89",193829.0,DIESEL,R58D6RZYTLT91GJBV,yes
VH00192,PH00192,BMW,M3,2012,Grey,"$48,742.34",,hybrid,P3TJTNYY4JD1KZPL9,TRUE
VH00193,PH00193,Chevrolet,Silverado,2009,BLACK,66195.32,174868.0,Electric,9TXNGRWKSY3E2W9RL,Y
VH00194,PH00194,Toyota,Highlander,2007,Grey,"$108,879.62",48799.0,EV,NH4BZUM5494ZB41JR,No
VH00195,PH00195,Ford,F-150,2011,White,"$72,566.84",54821.0,Petrol,FCXD06GML3H1JY2S2,0
VH00196,PH00196,Audi,TT,2017,BLACK,112313.13,720470.0,hybrid,7HAB6ETB6U15C1F5L,no
VH00197,PH00197,Nissan,Altima,2013,Black,"$113,135.72",,hybrid,Y440GGEE0Y3P81CPU,FALSE
VH00198,PH00198,Hyundai,Tucson,2005,Blue,"$85,449.82",197293.0,DIESEL,3CCYS171U8VL8V5EY,No
VH00199,PH00199,Ford,Mustang,2015,White,46753.11,128342.0,petrol,EB9J2VV38UNUV79TR,TRUE
VH00200,PH00200,Toyota,Prius,2015,Blue,"$74,259.90",162535.0,Electric,MWM1VYB3H0BDHHMBJ,TRUE
VH00201,PH00201,Tesla,Cybertruck,2015,BLACK,"$32,698.25",181038.0,EV,N74808YWJD5VCGP1S,TRUE
VH00202,PH00202,BMW,5 Series,2019,Silver,"$53,651.37",6739.0,Electric,KV6PSLW8V7DWC3A0J,N
VH00203,PH00203,Toyota,Camry,2013,Green,64082.86,,Electric,HVC1X3S5M498JF4KF,N
VH00204,PH00204,Chevrolet,Equinox,2013,Grey,"$68,807.78",19967.0,Hybrid,PW3UDKNY3AKXY3BNT,1
VH00205,PH00205,Hyundai,Santa Fe,2007,BLACK,"$85,246.08",142469.0,Electric,LAM3FG97SW6HSDGV9,True
VH00206,PH00206,Audi,Q5,2016,Red,54864.22,30815.0,hybrid,9YH906MZKR1ZZXUUU,yes
VH00207,PH00207,Toyota,Prius,2018,Red,47694.13,7632.0,EV,XY2B9GRRKEUW5RN6B,True
VH00208,PH00208,Audi,A4,2007,Blue,"$95,800.59",173783.0,EV,ZKGWSK3SPJRGKAT2M,Yes
VH00209,PH00209,Chevrolet,Silverado,2015,BLACK,"$60,261.63",20373.0,petrol,1XTYY6DAURFCPJAMD,TRUE
VH00210,PH00210,Toyota,Prius,2000,Black,"$3,895.31",102189.0,Hybrid,LDY4AYFDG3Y8T2HLY,No
VH00211,PH00211,Toyota,Camry,2019,Silver,59095.94,58523.0,Electric,UCZ33XPCVVJ0VA8HD,FALSE
VH00212,PH00212,Ford,Escape,2013,Green,47543.4,160752.0,Petrol,H01DHDKABBF8ELZ3W,N
VH00213,PH00213,Mercedes,C-Class,2013,gray,"$12,223.82",108728.0,DIESEL,1K17K9GEPV855B5N9,N
VH00214,PH00214,Chevrolet,Tahoe,2019,Grey,18429.83,51914.0,Petrol,3DM2B3HDPSBB03YK6,TRUE
VH00215,PH00215,Tesla,Cybertruck,2022,Grey,108796.75,176042.0,DIESEL,A0TRAM6HLVYXMLR5J,Yes
VH00216,PH00216,Chevrolet,Spark,2017,white,"$117,972.98",838361.0,Hybrid,EJWVCRA0P0MYCH5GS,no
VH00217,PH00217,Ford,Mustang,2020,Red,"$37,738.24",23273.0,Hybrid,SASPP2C9XBB1ZV3WE,TRUE
VH00218,PH00218,Chevrolet,Spark,2000,Green,43544.88,586525.0,hybrid,4RE1T06TE0MZPP9N5,Y
VH00219,PH00219,Audi,Q5,2006,Yellow,"$27,110.53",102155.0,Petrol,5U3P425NWYGZVK2B8,N
VH00220,PH00220,BMW,X5,2007,BLACK,"$29,120.18",86167.0,Petrol,82LT95T2ZFEN9165R,N
VH00221,PH00221,Tesla,Model Y,2003,Yellow,"$109,708.24",84727.0,Diesel,SUB155WSKTMLKAE9E,TRUE
VH00222,PH00222,Toyota,Prius,2011,Silver,"$7,148.56",6338.0,Hybrid,GMCTT4ELZE9CAR0GH,True
VH00223,PH00223,Nissan,Pathfinder,2002,Black,92872.57,161797.0,Diesel,4MAD364FCXTP8FEJ4,0
VH00224,PH00224,Hyundai,Santa Fe,2001,Green,78896.73,62979.0,DIESEL,4UKZXZ7D809DHM1S9,True
