payment_id,policy_id,payment_date,amount_usd,payment_method,status,is_late,late_fee_usd
PAY00085,POL00823,2022-11-15,4485.44,Bank Transfer,PAID,True,0.0
PAY00086,POL01550,2022-04-10,4527.22,Bank Transfer,SUCCESS,False,0.0
PAY00087,POL00199,2024-12-05,2725.6,Credit Card,PENDING,False,71.76
PAY00088,POL02533,2024-12-31,741.29,Cash,FAILED,False,0.0
PAY00089,POL00275,2021-01-07,1074.23,Cash,FAILED,False,0.0
PAY00090,POL00669,2023-02-10,978.55,Cheque,FAILED,False,0.0
PAY00091,POL00990,2020-11-28,2398.69,Cash,FAILED,False,0.0
PAY00092,POL01248,2023-07-03,3050.62,Credit Card,SUCCESS,True,0.0
PAY00093,POL00311,2022-06-22,2770.3,Bank Transfer,FAILED,False,0.0
PAY00094,POL00801,,0.0,Direct Debit,FAILED,False,0.0
PAY00095,POL02941,2020-11-16,3940.95,Bank Transfer,PAID,False,53.07
PAY00096,POL00249,2022-12-17,1675.05,Bank Transfer,SUCCESS,False,0.0
PAY00097,POL00487,2024-01-27,921.56,Direct Debit,OVERDUE,False,0.0
PAY00098,POL02438,2020-03-13,2225.95,Cheque,SUCCESS,False,0.0
PAY00099,POL00996,2019-01-17,1659.83,Bank Transfer,SUCCESS,False,27.46
PAY00100,POL02115,2019-03-22,2549.19,Direct Debit,OVERDUE,False,0.0
PAY00101,POL01724,2019-07-18,3655.27,Bank Transfer,PAID,False,55.65
PAY00102,POL01777,2022-10-18,333.88,Credit Card,PAID,False,0.0
PAY00103,POL00476,2022-03-26,4801.89,Cheque,PENDING,False,87.8
PAY00104,POL01611,2023-01-10,2714.4,Credit Card,SUCCESS,False,43.32
PAY00105,POL00533,2021-09-30,0.0,Direct Debit,SUCCESS,False,74.86
PAY00106,POL02109,2022-04-20,3550.49,Bank Transfer,FAILED,False,0.0
PAY00107,POL01494,2024-06-05,1440.13,Cash,PENDING,False,0.0
PAY00108,POL02014,2021-01-23,2050.1,Credit Card,SUCCESS,False,0.0
PAY00109,POL02665,2020-05-31,4948.08,Cheque,OVERDUE,False,0.0
PAY00110,POL02825,2023-11-04,3632.73,Cheque,OVERDUE,False,0.0
PAY00111,POL01238,2022-08-21,1885.63,Cheque,FAILED,False,84.81
PAY00112,POL00920,2021-02-04,4187.02,Direct Debit,OVERDUE,False,0.0
PAY00113,POL00318,2021-09-27,4559.36,Cheque,PAID,True,0.0
PAY00114,POL01892,2023-11-01,3329.3,Bank Transfer,PAID,True,87.97
PAY00115,POL01232,2020-01-09,1951.6,Cheque,OVERDUE,False,0.0
PAY00116,POL02128,2020-04-26,0.0,Bank Transfer,PAID,False,0.0
PAY00117,POL00361,2021-11-07,1626.67,Direct Debit,SUCCESS,False,0.0
PAY00118,POL02663,2022-09-11,0.0,Bank Transfer,OVERDUE,False,92.71
PAY00119,POL00296,2020-08-14,0.0,Cash,SUCCESS,False,0.0
PAY00120,POL01830,2023-09-28,0.0,Direct Debit,OVERDUE,True,0.0
PAY00121,POL00630,2024-08-11,0.0,Cheque,OVERDUE,False,0.0
PAY00122,POL02863,2019-04-09,4233.49,Credit Card,PAID,False,0.0
PAY00123,POL01938,2019-05-06,1430.53,Cheque,PAID,False,0.0
PAY00124,POL01276,2022-12-22,1347.42,Credit Card,FAILED,False,0.0
PAY00125,POL00816,2019-09-23,135.9,Credit Card,PAID,False,86.21
PAY00126,POL01843,,1129.17,Bank Transfer,FAILED,False,0.0
PAY00127,POL01723,2023-10-12,3304.04,Direct Debit,PAID,False,0.0
PAY00128,POL00177,2022-01-10,2588.61,Credit Card,PENDING,False,32.76
PAY00129,POL00901,2019-04-29,1780.65,Cash,PAID,False,0.0
PAY00130,POL00662,2022-12-11,0.0,Credit Card,PENDING,False,0.0
PAY00131,POL01310,2019-10-15,2263.07,Direct Debit,OVERDUE,False,0.0
PAY00132,POL00785,2019-09-15,0.0,Cash,PAID,False,0.0
PAY00133,POL01593,2023-07-18,0.0,Cheque,SUCCESS,False,21.09
PAY00134,POL02400,,1433.28,Direct Debit,OVERDUE,False,0.0
PAY00135,POL01465,2023-09-01,383.88,Cheque,PENDING,True,0.0
PAY00136,POL01579,2022-04-27,1862.02,Direct Debit,PAID,False,0.0
PAY00137,POL01397,,983.86,Direct Debit,OVERDUE,True,0.0
PAY00138,POL01711,2020-12-02,1269.23,Cheque,SUCCESS,False,0.0
PAY00139,POL02286,2020-08-14,4220.79,Cheque,SUCCESS,False,40.87
PAY00140,POL00307,2024-09-30,4981.44,Credit Card,SUCCESS,False,0.0
PAY00141,POL01900,,0.0,Cash,PAID,False,0.0
PAY00142,POL01698,2020-12-28,524.16,Cheque,PAID,True,75.55
PAY00143,POL00441,2020-06-27,0.0,Cheque,OVERDUE,True,0.0
PAY00144,POL02115,2024-10-31,3041.61,Bank Transfer,SUCCESS,False,0.0
PAY00145,POL00339,2021-04-03,2147.36,Bank Transfer,PAID,False,0.0
PAY00146,POL02172,2024-08-05,0.0,Bank Transfer,PAID,False,0.0
PAY00147,POL00143,2023-06-21,1450.57,Cash,SUCCESS,False,0.0
PAY00148,POL02838,2019-07-17,0.0,Direct Debit,PAID,False,0.0
PAY00149,POL01115,2021-03-14,4784.81,Bank Transfer,PAID,False,0.0
PAY00150,POL02029,2022-11-10,826.09,Bank Transfer,OVERDUE,True,18.94
PAY00151,POL01420,2019-08-30,2915.03,Bank Transfer,PENDING,False,0.0
PAY00152,POL00036,2020-07-17,0.0,Credit Card,OVERDUE,False,0.0
PAY00153,POL01742,2020-12-10,0.0,Cash,PENDING,False,0.0
PAY00154,POL02252,,519.42,Cash,FAILED,False,0.0
PAY00155,POL02547,2022-11-07,4655.0,Cheque,FAILED,False,0.0
PAY00156,POL00374,2019-11-22,4330.58,Cheque,PAID,False,0.0
PAY00157,POL02005,2023-01-21,4473.67,Cheque,FAILED,False,0.0
PAY00158,POL01985,2020-08-29,2398.11,Direct Debit,PAID,False,70.93
PAY00159,POL01535,2024-12-31,2583.08,Direct Debit,SUCCESS,True,0.0
PAY00160,POL00364,2024-07-07,2849.18,Direct Debit,PAID,False,0.0
PAY00161,POL00952,2020-03-04,467.0,Cheque,SUCCESS,False,0.0
PAY00162,POL01961,2024-02-28,941.95,Direct Debit,PENDING,False,0.0
PAY00163,POL02949,2024-04-23,4045.56,Credit Card,PAID,False,0.0
PAY00164,POL01156,2020-11-12,3917.02,Direct Debit,PENDING,False,0.0
PAY00165,POL01912,2019-06-13,452.2,Direct Debit,FAILED,True,0.0
PAY00166,POL02353,2022-05-16,2145.76,Credit Card,FAILED,True,24.87
PAY00167,POL01238,2023-09-20,1370.82,Credit Card,PENDING,False,0.0
PAY00168,POL01987,2021-01-11,308.18,Cash,OVERDUE,False,0.0
PAY00169,POL00476,2022-07-29,0.0,Bank Transfer,SUCCESS,False,0.0
PAY00170,POL02289,2021-04-27,3806.85,Bank Transfer,SUCCESS,False,0.0
PAY00171,POL00656,2020-09-30,1411.25,Cheque,PAID,False,64.7
PAY00172,POL00028,2024-09-06,0.0,Cash,FAILED,False,0.0
PAY00173,POL00357,2023-12-16,1411.76,Cash,SUCCESS,True,22.58
PAY00174,POL00150,2021-02-08,957.01,Direct Debit,SUCCESS,True,0.0
PAY00175,POL00298,2020-08-17,0.0,Cash,PAID,False,92.09
PAY00176,POL02682,2022-12-31,0.0,Cheque,OVERDUE,False,0.0
PAY00177,POL00719,2024-05-03,4918.89,Cheque,OVERDUE,False,0.0
PAY00178,POL02301,2019-10-04,0.0,Credit Card,PAID,False,0.0
PAY00179,POL01687,,1807.96,Credit Card,SUCCESS,True,0.0
PAY00180,POL02166,2021-06-27,2037.9,Cheque,PENDING,False,97.04
PAY00181,POL01039,2021-02-15,0.0,Cheque,OVERDUE,True,0.0
PAY00182,POL00810,2021-07-13,3379.61,Cash,PENDING,False,0.0
PAY00183,POL02429,2019-12-19,4264.69,Cheque,PAID,False,0.0
PAY00184,POL01618,2019-05-15,314.7,Credit Card,PAID,False,71.61
PAY00185,POL01521,2021-10-30,0.0,Bank Transfer,OVERDUE,False,49.31
PAY00186,POL00409,2020-10-16,3803.52,Cash,PAID,False,0.0
PAY00187,POL02067,2023-07-27,1523.27,Cash,PAID,False,0.0
PAY00188,POL00730,2022-02-06,1194.66,Bank Transfer,SUCCESS,False,0.0
PAY00189,POL02720,2022-10-03,0.0,Direct Debit,FAILED,False,0.0
PAY00190,POL02820,2023-04-16,653.48,Bank Transfer,OVERDUE,True,0.0
PAY00191,POL00277,2020-11-14,2734.51,Bank Transfer,PAID,False,0.0
PAY00192,POL00924,2023-07-11,0.0,Cheque,FAILED,False,0.0
PAY00193,POL00192,2021-12-22,1813.71,Credit Card,OVERDUE,False,0.0
PAY00194,POL00492,2023-05-08,2000.73,Direct Debit,OVERDUE,True,0.0
PAY00195,POL00613,2022-02-10,160.31,Cheque,PAID,False,0.0
PAY00196,POL01460,2024-08-14,1533.75,Credit Card,FAILED,False,0.0
PAY00197,POL00528,2023-08-07,2500.02,Direct Debit,OVERDUE,False,89.24
PAY00198,POL01679,2019-01-07,0.0,Direct Debit,PAID,False,0.0
PAY00199,POL02560,2021-07-15,1915.68,Cash,FAILED,False,0.0
PAY00200,POL00170,2023-11-16,0.0,Cash,PENDING,True,0.0
PAY00201,POL01010,2019-09-27,2757.11,Cheque,FAILED,True,0.0
PAY00202,POL01755,2024-10-01,4799.63,Cheque,SUCCESS,False,0.0
PAY00203,POL00723,2019-07-19,1461.58,Cash,PAID,False,27.59
PAY00204,POL02985,2021-08-31,0.0,Bank Transfer,OVERDUE,True,0.0
PAY00205,POL00932,2020-06-01,4816.42,Bank Transfer,PAID,False,0.0
PAY00206,POL00326,2021-07-01,2159.66,Cheque,SUCCESS,False,0.0
PAY00207,POL00101,2022-01-11,2694.39,Cash,PAID,True,0.0
PAY00208,POL01371,2022-01-31,573.63,Cash,SUCCESS,False,0.0
PAY00209,POL02261,2022-08-06,462.94,Direct Debit,PAID,False,0.0
PAY00210,POL00367,2020-01-02,261.0,Bank Transfer,PAID,False,54.82
PAY00211,POL01648,2024-11-05,1565.06,Bank Transfer,SUCCESS,False,0.0
PAY00212,POL02063,2023-07-16,4914.3,Direct Debit,PAID,True,0.0
PAY00213,POL02406,2019-04-28,1821.59,Bank Transfer,SUCCESS,False,0.0
PAY00214,POL01004,2021-04-09,3913.53,Direct Debit,FAILED,False,0.0
PAY00215,POL00309,,3263.5,Cash,SUCCESS,False,0.0
PAY00216,POL00367,2023-09-30,3082.52,Direct Debit,FAILED,False,0.0
PAY00217,POL00570,2020-07-12,1114.48,Cash,PAID,False,0.0
PAY00218,POL00593,2020-08-28,1459.63,Bank Transfer,SUCCESS,True,0.0
PAY00219,POL02384,2021-12-07,3537.86,Credit Card,OVERDUE,False,0.0
PAY00220,POL00049,2022-11-18,2269.99,Direct Debit,FAILED,False,0.0
PAY00221,POL00418,2021-11-08,4098.59,Credit Card,PAID,False,0.0
PAY00222,POL00836,2023-01-08,4922.73,Cheque,SUCCESS,False,0.0
PAY00223,POL01834,2023-01-21,1145.61,Cash,FAILED,False,0.0
PAY00224,POL00952,2023-11-25,1521.41,Bank Transfer,OVERDUE,True,0.0
PAY00225,POL01013,2021-02-16,2176.24,Direct Debit,PAID,False,0.0
PAY00226,POL02024,2023-01-27,2482.32,Cheque,FAILED,False,0.0
PAY00227,POL01166,2021-07-19,4293.64,Cash,SUCCESS,True,61.46
PAY00228,POL01993,,4691.61,Credit Card,SUCCESS,False,0.0
PAY00229,POL01564,2021-05-06,2764.3,Cash,OVERDUE,False,0.0
PAY00230,POL01863,2021-04-28,0.0,Bank Transfer,FAILED,False,0.0
PAY00231,POL00474,,4965.18,Bank Transfer,OVERDUE,False,0.0
PAY00232,POL01747,2024-04-24,1791.35,Direct Debit,SUCCESS,False,45.13
PAY00233,POL01469,2020-10-13,0.0,Cheque,PENDING,True,88.39
PAY00234,POL01789,2023-03-31,0.0,Direct Debit,PAID,False,0.0
PAY00235,POL01777,2020-04-26,0.0,Direct Debit,OVERDUE,False,0.0
PAY00236,POL01303,2022-11-01,110.81,Direct Debit,FAILED,False,0.0
PAY00237,POL02355,2021-12-19,1491.69,Cash,PAID,False,0.0
PAY00238,POL00779,2020-11-07,0.0,Cash,OVERDUE,False,0.0
PAY00239,POL02105,2022-05-13,1428.14,Direct Debit,PENDING,False,0.0
PAY00240,POL00223,2022-06-26,4084.46,Direct Debit,PENDING,False,0.0
PAY00241,POL01876,2019-05-24,0.0,Bank Transfer,PAID,False,0.0
PAY00242,POL02545,2020-07-18,0.0,Direct Debit,PENDING,True,85.77
PAY00243,POL01844,2020-05-27,1714.38,Cheque,SUCCESS,False,70.29
PAY00244,POL02880,2022-02-28,0.0,Credit Card,FAILED,False,0.0
PAY00245,POL00842,2020-03-25,3958.86,Direct Debit,SUCCESS,False,0.0
PAY00246,POL00150,2022-03-24,4706.7,Cheque,FAILED,False,0.0
PAY00247,POL02130,2024-01-30,4422.77,Cheque,OVERDUE,False,0.0
PAY00248,POL00678,2023-08-26,1710.48,Direct Debit,SUCCESS,True,0.0
PAY00249,POL00204,2019-07-18,2439.58,Credit Card,OVERDUE,False,0.0
PAY00250,POL02415,2022-03-02,571.41,Credit Card,PAID,False,0.0
PAY00251,POL00852,2022-05-22,959.51,Bank Transfer,PAID,False,0.0
PAY00252,POL00113,2019-10-06,103.3,Direct Debit,SUCCESS,False,0.0
PAY00253,POL02161,2020-11-26,4540.66,Credit Card,OVERDUE,False,0.0
PAY00254,POL00727,2022-02-20,2607.72,Cash,PAID,False,0.0
PAY00255,POL00115,2022-10-15,0.0,Bank Transfer,PENDING,False,0.0
PAY00256,POL01692,2022-06-03,4613.55,Cheque,OVERDUE,False,50.2
PAY00257,POL02330,2022-06-26,3154.64,Direct Debit,FAILED,False,0.0
PAY00258,POL01416,2024-01-08,4757.89,Cash,FAILED,False,50.28
PAY00259,POL02431,2024-01-19,2838.51,Cash,OVERDUE,False,0.0
PAY00260,POL01769,,2990.75,Direct Debit,FAILED,False,0.0
PAY00261,POL01091,2024-08-21,4473.87,Cheque,FAILED,False,0.0
PAY00262,POL01331,2023-01-02,4188.47,Direct Debit,PAID,False,0.0
PAY00263,POL00120,2020-12-04,690.08,Cheque,SUCCESS,False,0.0
PAY00264,POL01491,2021-05-18,1162.64,Direct Debit,SUCCESS,False,0.0
PAY00265,POL00380,2021-04-16,607.2,Cash,PAID,False,0.0
PAY00266,POL00195,2024-05-26,1612.01,Direct Debit,PAID,False,80.17
PAY00267,POL00960,2020-12-20,1989.82,Cheque,SUCCESS,False,0.0
PAY00268,POL02572,2021-02-27,4341.21,Cash,OVERDUE,False,0.0
PAY00269,POL02599,2022-11-03,4123.58,Cheque,OVERDUE,True,0.0
PAY00270,POL02696,2021-07-07,146.52,Cheque,PAID,False,0.0
PAY00271,POL01817,2021-04-11,2057.28,Cheque,SUCCESS,False,0.0
PAY00272,POL01059,2023-05-07,4540.23,Cash,PAID,False,0.0
PAY00273,POL00727,2024-02-12,2843.38,Cash,PAID,False,0.0
PAY00274,POL01936,2023-04-01,3097.51,Credit Card,FAILED,False,59.29
PAY00275,POL00940,,2900.52,Cash,SUCCESS,False,35.86
PAY00276,POL02814,2020-03-28,1115.98,Credit Card,OVERDUE,False,0.0
PAY00277,POL01867,2022-08-15,191.71,Cheque,PAID,False,0.0
PAY00278,POL01381,2021-01-09,4199.8,Direct Debit,SUCCESS,True,0.0
PAY00279,POL01175,2023-11-28,1684.62,Cheque,FAILED,False,0.0
PAY00280,POL01242,2021-08-31,0.0,Cash,OVERDUE,False,0.0
PAY00281,POL01445,2024-09-27,0.0,Credit Card,PAID,False,0.0
PAY00282,POL00506,2024-08-24,0.0,Cheque,FAILED,False,0.0
PAY00283,POL01821,2022-10-26,4282.44,Cash,OVERDUE,False,0.0
PAY00284,POL00528,2020-02-04,1635.29,Credit Card,PAID,False,27.77
PAY00285,POL02953,2020-08-03,2579.39,Bank Transfer,SUCCESS,False,0.0
PAY00286,POL00072,2021-07-01,4259.95,Bank Transfer,PAID,True,0.0
PAY00287,POL01356,2020-06-04,4722.5,Bank Transfer,SUCCESS,True,0.0
PAY00288,POL02869,2023-12-28,2470.25,Bank Transfer,SUCCESS,False,0.0
PAY00289,POL02883,2024-05-08,0.0,Credit Card,PAID,False,0.0
PAY00290,POL02655,2023-05-30,3918.01,Credit Card,SUCCESS,False,0.0
PAY00291,POL00590,2023-02-23,0.0,Credit Card,FAILED,False,0.0
PAY00292,POL01672,2019-08-23,4948.16,Credit Card,FAILED,False,0.0
PAY00293,POL02652,2019-12-15,1214.03,Direct Debit,PAID,False,0.0
PAY00294,POL02316,2023-01-07,795.64,Cash,FAILED,False,0.0
PAY00295,POL01417,2019-11-04,751.2,Bank Transfer,FAILED,False,0.0
PAY00296,POL00464,2022-07-25,0.0,Cheque,SUCCESS,False,0.0
PAY00297,POL01795,2023-09-03,4738.58,Direct Debit,PAID,False,0.0
PAY00298,POL00802,2021-06-13,783.15,Cash,FAILED,False,0.0
PAY00299,POL01344,2024-07-11,0.0,Credit Card,PAID,False,0.0
PAY00300,POL00708,2020-10-02,3075.16,Cheque,SUCCESS,False,79.31
PAY00301,POL00552,2019-08-27,1350.61,Cash,OVERDUE,False,0.0
PAY00302,POL00995,,0.0,Direct Debit,FAILED,False,0.0
PAY00303,POL02460,2023-12-17,3420.73,Direct Debit,FAILED,False,0.0
PAY00304,POL00802,2020-08-24,2989.7,Bank Transfer,FAILED,False,0.0
PAY00305,POL01127,2023-11-26,4203.49,Bank Transfer,PENDING,False,0.0
PAY00306,POL02848,,1483.12,Cash,FAILED,False,0.0
PAY00307,POL02104,2024-04-13,1290.99,Direct Debit,SUCCESS,True,0.0
PAY00308,POL02696,2021-08-06,2026.62,Cheque,SUCCESS,False,70.25
PAY00309,POL00594,2019-07-31,4950.7,Direct Debit,FAILED,False,46.25
PAY00310,POL01915,2022-04-28,2195.49,Bank Transfer,PENDING,True,0.0
PAY00311,POL01372,2023-01-12,3183.49,Cheque,SUCCESS,False,0.0
PAY00312,POL01660,2023-07-14,3424.83,Cash,PAID,True,0.0
PAY00313,POL01934,2022-03-25,1920.67,Credit Card,SUCCESS,False,0.0
PAY00314,POL01617,2019-10-10,2722.01,Credit Card,FAILED,False,0.0
PAY00315,POL00562,2023-01-08,4491.17,Direct Debit,PAID,False,79.25
PAY00316,POL00799,2024-07-04,3703.72,Bank Transfer,PAID,False,18.49
PAY00317,POL02683,2022-05-09,2766.01,Cheque,PAID,False,0.0
PAY00318,POL00773,,2172.32,Credit Card,PENDING,False,0.0
PAY00319,POL00492,2020-10-20,1008.1,Bank Transfer,PAID,False,0.0
PAY00320,POL02698,2023-08-22,4071.67,Bank Transfer,FAILED,False,17.96
PAY00321,POL00245,2019-06-06,3510.05,Credit Card,PAID,True,49.1
PAY00322,POL00861,2022-04-26,0.0,Bank Transfer,SUCCESS,False,0.0
PAY00323,POL02998,2023-07-16,2553.09,Credit Card,PAID,True,0.0
PAY00324,POL00370,2023-04-02,2956.74,Direct Debit,PAID,False,71.77
PAY00325,POL02020,2021-04-16,0.0,Cheque,PENDING,False,0.0
PAY00326,POL02903,,3128.11,Direct Debit,PENDING,False,0.0
PAY00327,POL00186,2023-02-27,2469.17,Cheque,OVERDUE,False,0.0
PAY00328,POL00494,2021-08-02,2421.45,Cheque,SUCCESS,True,0.0
PAY00329,POL01204,2022-06-06,2200.9,Direct Debit,PAID,False,0.0
PAY00330,POL02674,2019-07-09,403.22,Bank Transfer,OVERDUE,False,0.0
PAY00331,POL02551,2019-01-10,0.0,Cheque,PENDING,False,0.0
PAY00332,POL01650,2024-11-06,2030.3,Credit Card,OVERDUE,False,0.0
PAY00333,POL01263,2020-04-21,1082.61,Cheque,FAILED,False,0.0
PAY00334,POL01836,2020-10-04,4791.68,Cheque,SUCCESS,False,0.0
PAY00335,POL01209,2024-03-11,0.0,Cash,PAID,False,0.0
PAY00336,POL00042,2019-11-25,309.62,Credit Card,PENDING,False,48.96
PAY00337,POL02900,,4266.64,Bank Transfer,PAID,False,0.0
PAY00338,POL00408,2021-05-31,0.0,Bank Transfer,OVERDUE,False,0.0
PAY00339,POL02174,2023-07-25,509.95,Direct Debit,FAILED,False,0.0
PAY00340,POL02398,2022-10-04,1311.39,Credit Card,PAID,False,58.82
PAY00341,POL02337,2022-04-02,1861.83,Credit Card,OVERDUE,True,0.0
PAY00342,POL02791,2021-10-16,4805.73,Direct Debit,OVERDUE,False,0.0
PAY00343,POL00627,2023-01-23,0.0,Cash,FAILED,False,0.0
PAY00344,POL00266,2022-08-06,3558.14,Bank Transfer,PENDING,False,0.0
PAY00345,POL02611,2019-12-07,1244.43,Credit Card,SUCCESS,False,0.0
PAY00346,POL01286,2021-01-19,3350.72,Direct Debit,SUCCESS,False,0.0
PAY00347,POL01123,2024-10-05,3471.49,Cheque,OVERDUE,False,0.0
