vehicle_id,policyholder_id,make,model,year,color,vehicle_value_usd,mileage,fuel_type,vin,is_modified
VH00066,PH00066,Toyota,Prius,2012,Orange,104113.78,90358,Hybrid,J0H7N29J13SY1LC8E,True
VH00067,PH00067,BMW,5 Series,2021,Yellow,82987.85,114747,Diesel,ZFJCY7C4LNTVD7LLE,False
VH00068,PH00068,Audi,TT,2022,Orange,103888.11,45681,Diesel,F2CELPGALC4CY1APB,False
VH00069,PH00069,Honda,Fit,2008,Grey,65964.32,25009,Hybrid,GNMPY344HSVX4YUCY,False
VH00070,PH00070,Ford,F-150,2005,Green,87841.38,169509,Ev,SVN560YVCUG8D7SCH,True
VH00071,PH00071,Audi,TT,2017,Black,18193.17,174636,Petrol,AK6PY3CREHF7HJR54,False
VH00072,PH00072,Mercedes,A-Class,2006,White,43608.65,98780,Ev,NSERSU8RLZHPW7R7Y,False
VH00073,PH00073,Audi,A4,2021,Orange,60679.07,0,Electric,CF5FAGGYZRFB8GYXN,False
VH00074,PH00074,Mercedes,S-Class,2003,BLACK,12419.65,484,Petrol,TRSLUZJPS00V4TJES,True
VH00075,PH00075,Honda,Pilot,2019,Yellow,60684.59,0,Electric,9KVGJBSCM3W0TUZXL,False
VH00076,PH00076,BMW,3 Series,2021,Blue,37641.43,149576,Ev,S9RLTZ5BUGV9RL9YE,False
VH00077,PH00077,Mercedes,E-Class,2018,BLACK,83105.32,916578,Diesel,VDLXJ87TTVDZL3HDC,True
VH00078,PH00078,Honda,Accord,2001,gray,113210.84,40571,Ev,N6Z4YRCSMLZN5YFA0,False
VH00079,PH00079,Hyundai,Santa Fe,2021,gray,72072.91,4797,Diesel,82JS3JZSH75RKR53B,False
VH00080,PH00080,Hyundai,Sonata,2019,BLACK,21025.57,15997,Hybrid,ZAWL8W9N8FRC2MKXB,False
VH00081,PH00081,Hyundai,Kona,2008,Blue,106585.66,30098,Hybrid,J5D9DLLYE9ZRMJJS4,True
VH00082,PH00082,Ford,Explorer,2015,BLACK,80997.57,181816,Electric,WNVPKJWCSM5DH66J7,False
VH00083,PH00083,Honda,Pilot,2003,Grey,82574.97,25219,Petrol,DV3JW1EWKDA8UNJJ6,False
VH00084,PH00084,Audi,A6,2024,White,84818.56,30560,Diesel,E5E0YJD17Y8683RZY,False
VH00085,PH00085,Tesla,Model X,2011,Blue,37979.03,11933,Hybrid,SZ1K4K280FVJRT3LF,True
VH00086,PH00086,Mercedes,GLE,2024,white,74342.69,120620,Electric,W0VM3DD882RU4SH10,True
VH00087,PH00087,Toyota,Corolla,2008,Red,24039.89,193476,Ev,SBXACYS3FNL1SUZFB,False
VH00088,PH00088,Hyundai,Tucson,2012,Black,45979.32,141901,Diesel,MU1JZVAULP951BC4K,True
VH00089,PH00089,Chevrolet,Silverado,2000,gray,12494.13,136190,Diesel,FUP0VJE9FZHD9Z36C,True
VH00090,PH00090,Toyota,Camry,2008,White,77642.96,75183,Petrol,CVDN09Y9WCNVT4JL0,False
VH00091,PH00091,Ford,F-150,2012,BLACK,114185.85,53965,Hybrid,HG7TAZG2VVHV61JA7,False
VH00092,PH00092,Mercedes,A-Class,2018,white,15588.86,150173,Ev,1E6UHC67MLUKLD4LU,True
VH00093,PH00093,Honda,Pilot,2011,Orange,79390.92,92376,Diesel,G31P4PKPFAVC1TTG4,True
VH00094,PH00094,Chevrolet,Malibu,2002,Blue,50090.08,19665,Diesel,4H1S58CF6GRM724WF,False
VH00095,PH00095,Nissan,Pathfinder,2010,Silver,93699.58,8160,Ev,VHXGT8GP8L60X8K37,True
VH00096,PH00096,Toyota,Highlander,2024,BLACK,25420.37,36035,Petrol,5UHSX8N8WSMTHHF0H,False
VH00097,PH00097,Mercedes,E-Class,2000,BLACK,31384.91,0,Ev,P8BM8ZYXTFDHTET0B,False
VH00098,PH00098,BMW,X3,2000,gray,101754.69,107163,Diesel,SE7UFA7MGXRXTK301,True
VH00099,PH00099,Ford,Mustang,2000,White,85232.21,52065,Diesel,22L2NHDJ5AA1S6XVD,False
VH00100,PH00100,Nissan,Rogue,2003,Grey,6359.7,41082,Diesel,H4HKWPKJW511D8WDB,True
VH00101,PH00101,Ford,Focus,2004,Blue,31661.78,162320,Hybrid,KS0L7H5NDVW16GCM8,False
VH00102,PH00102,Honda,CR-V,2000,Blue,69047.06,118255,Hybrid,UYH9NXS1U4VGL7DM6,False
VH00103,PH00103,Ford,F-150,2023,Blue,80396.52,142543,Petrol,AHS2CKHVAEVY153UZ,False
VH00104,PH00104,Audi,A6,2021,Grey,5328.32,96476,Petrol,REKB016RHMJGVKBBS,True
VH00105,PH00105,Audi,TT,2019,Red,87956.83,38511,Electric,AJG9N71Y2E0N6WMYP,False
VH00106,PH00106,Chevrolet,Equinox,2016,gray,49518.89,66506,Petrol,M6TELY9GV057Y4KYG,False
VH00107,PH00107,Hyundai,Kona,2016,Red,59123.31,6764,Petrol,F9MGXYNB4LPBAZUXR,True
VH00108,PH00108,Hyundai,Tucson,2022,BLACK,62148.42,131480,Diesel,ZDH1M4BTSDDAKSJ7Y,False
VH00109,PH00109,Audi,A6,2006,White,24507.92,31379,Petrol,P0G3G9CY3UU74X972,False
VH00110,PH00110,Tesla,Cybertruck,2011,white,97550.91,197825,Diesel,KHZ4AKKP24AXYBFTC,False
VH00111,PH00111,Audi,Q5,2013,Blue,20304.02,22018,Hybrid,UT9K31422VMB6GTH4,False
VH00112,PH00112,Mercedes,C-Class,2010,BLACK,51192.56,34530,Ev,Z22G0GXG7UT9GRB04,False
VH00113,PH00113,Hyundai,Elantra,2003,Grey,77044.96,158506,Petrol,WX6BKDWP631HLN5AV,False
VH00114,PH00114,Toyota,RAV4,2014,Red,91382.54,139634,Hybrid,0JNUJ9736GR76BXGY,True
VH00115,PH00115,Honda,CR-V,2022,Grey,72842.05,52467,Hybrid,T1ZXPDHVT8D2JTJPB,True
VH00116,PH00116,Mercedes,A-Class,2000,Orange,101652.64,54288,Hybrid,AYYEZWF4J8TWMR9EE,False
VH00117,PH00117,Toyota,Prius,2016,Orange,83615.99,25674,Hybrid,YD9PBC59NBAYWV0LV,False
VH00118,PH00118,Nissan,Leaf,2000,BLACK,50122.26,8171,Diesel,UG17MF4RG5DCYYY0Z,False
VH00119,PH00119,Toyota,Prius,2022,BLACK,90712.76,45312,Petrol,VXWGDK7172AVG4BX8,False
VH00120,PH00120,Toyota,RAV4,2017,Grey,118708.14,36586,Hybrid,4E3UD75128DTY4W9A,True
VH00121,PH00121,Chevrolet,Tahoe,2015,Grey,84804.1,134022,Diesel,MRVCXUSGMY2SZE590,False
VH00122,PH00122,Honda,CR-V,2017,Green,7282.03,68838,Petrol,1AP7ZV7X30ESS4W8H,False
VH00123,PH00123,BMW,3 Series,2013,gray,60679.07,67175,Diesel,FB6XHGAT2LVBXKAFS,True
VH00124,PH00124,Honda,CR-V,2006,White,98330.66,121603,Hybrid,SPTBK2G61TFV3XNG1,False
VH00125,PH00125,Nissan,Leaf,2016,Blue,92387.61,95027,Hybrid,P7E0UKKK7URCRFZKG,True
VH00126,PH00126,Nissan,Altima,2013,White,78312.44,148143,Diesel,DBDUUDLAPB9892GWW,False
VH00127,PH00127,Honda,Civic,2005,white,53221.43,15704,Electric,KBFJ0B05EZS400AGL,False
VH00128,PH00128,BMW,M3,2016,BLACK,65619.52,0,Ev,J7JUPKDK12H775Z5L,False
VH00129,PH00129,Nissan,Leaf,2011,Blue,13356.75,86946,Ev,5JD2HRHUH5LDHP7SH,False
VH00130,PH00130,BMW,5 Series,2001,Orange,35087.87,112017,Diesel,9G2FL1F3HXJUDWA7G,True
VH00131,PH00131,Toyota,Prius,2010,Yellow,84121.02,69261,Hybrid,G8RJYFJ80Y8RRTA0K,True
VH00132,PH00132,Nissan,Pathfinder,2014,gray,6007.72,15683,Petrol,5F0AVWY1JZLLNC52N,True
VH00133,PH00133,Nissan,Rogue,2013,Grey,60679.07,14171,Diesel,RYG721GMB5JKYKYDF,False
VH00134,PH00134,Honda,Fit,2015,Green,70921.65,65324,Diesel,887VWLTU4ZTDR8AB7,True
VH00135,PH00135,Hyundai,Elantra,2009,Black,13929.09,83858,Hybrid,KSUTPWSCKN03ANEMU,False
VH00136,PH00136,Ford,Focus,2016,Black,76100.28,83869,Hybrid,B2M0CAVDWASFVX3GU,True
VH00137,PH00137,Tesla,Model X,2022,gray,33799.26,21302,Ev,JL4ZC8GS8NMB7ECUV,True
VH00138,PH00138,Mercedes,A-Class,2018,White,65588.94,178644,Hybrid,K74AG01JK93H8M5RH,False
VH00139,PH00139,Toyota,Highlander,2003,Orange,91972.11,119089,Diesel,EN8XK0AH7M3VWRLZB,True
VH00140,PH00140,BMW,X5,2008,Yellow,99915.08,39230,Petrol,ZBE6TGNASLKF4KW6K,False
VH00141,PH00141,Toyota,Corolla,2003,BLACK,109157.01,84231,Petrol,M4DR3C5ANCHGZFJ01,False
VH00142,PH00142,BMW,X5,2020,Black,3096.99,168521,Hybrid,2LLBXNYV7ZPNS0PW9,False
VH00143,PH00143,Honda,Civic,2007,white,98521.7,102844,Ev,XYBFBZE2FBXRXHKPY,False
VH00144,PH00144,Ford,Escape,2008,gray,13199.79,7926,Diesel,5J85TFP4T87YN2TC8,False
VH00145,PH00145,Mercedes,A-Class,2002,BLACK,48957.64,36411,Diesel,7GGACKLVDGLBVE2HB,False
VH00146,PH00146,Hyundai,Kona,2023,Black,31503.67,101795,Diesel,M1TUCL0BBDW648NLZ,False
VH00147,PH00147,Mercedes,E-Class,2018,white,29408.34,33771,Petrol,7R6NT32WC74HDN6UU,False
VH00148,PH00148,Hyundai,Kona,2012,Grey,37226.92,8925,Diesel,B26X5Z0HHJGAE83TH,False
VH00149,PH00149,Mercedes,C-Class,2013,White,52213.44,72648,Petrol,YE1S8MW4GUEUKKLNN,False
VH00150,PH00150,Honda,Pilot,2009,Blue,47534.91,107391,Electric,XUDJ6YRYZSL24LZL7,False
VH00151,PH00151,Ford,Explorer,2023,gray,87265.13,118982,Electric,30GSKTNR7S1NU9NV4,False
VH00152,PH00152,Audi,Q7,2002,Silver,40885.54,120731,Ev,53WW8P2C8GB6WP40D,False
VH00153,PH00153,BMW,X3,2023,Green,11961.5,33239,Hybrid,Z8GSEY2B2JRT37FF0,False
VH00154,PH00154,Hyundai,Tucson,2010,Grey,63428.21,157637,Hybrid,T7R80WBCHPR08T39J,False
VH00155,PH00155,Ford,Explorer,2005,White,63364.01,178065,Hybrid,6496HH74HLRYTPA40,True
VH00156,PH00156,Hyundai,Elantra,2002,Green,47298.96,0,Diesel,2VCBJULYVRRJBW2RG,False
VH00157,PH00157,BMW,X3,2003,Black,96661.84,3935,Hybrid,ZBGLUBB0BDF9YYUVM,True
VH00158,PH00158,Chevrolet,Silverado,2017,White,52191.97,192737,Diesel,X4N8H42ASGVUEHP13,False
VH00159,PH00159,Tesla,Cybertruck,2005,Orange,68653.19,81925,Hybrid,FX8T90ZDTKW408F4J,False
VH00160,PH00160,Toyota,RAV4,2005,BLACK,102281.74,34202,Diesel,MNTX7LMN4KVVEX1X9,False
VH00161,PH00161,Ford,F-150,2007,white,60679.07,85082,Petrol,A6EFVHRDE98YBNS04,True
VH00162,PH00162,BMW,X5,2018,white,102727.49,146438,Electric,T7VEGJY1FGXFRRBMM,True
VH00163,PH00163,Toyota,Camry,2021,white,93396.42,7501,Electric,BJ60RWA6F5ENC53DR,False
VH00164,PH00164,Audi,A6,2008,Green,54178.72,45379,Petrol,AGTX74WMGJRA2808L,False
VH00165,PH00165,Audi,A6,2017,Silver,60679.07,77186,Hybrid,VT092NLC32FZKC6ZU,False
VH00166,PH00166,Chevrolet,Tahoe,2009,white,40066.35,150609,Hybrid,E7JAV9E594LU9XNAC,True
VH00167,PH00167,Audi,A4,2013,Grey,15956.68,61922,Petrol,F62PEM5VDPCTSWL63,False
VH00168,PH00168,BMW,X3,2018,Yellow,65989.55,147846,Diesel,53VC6YEUP5WBDDLZX,False
VH00169,PH00169,BMW,3 Series,2020,BLACK,12115.26,192210,Petrol,THKLF3M8J0TZHKRJ0,False
VH00170,PH00170,Chevrolet,Equinox,2010,Red,60679.07,157266,Diesel,X6LG7B3PPZG013J8W,False
VH00171,PH00171,Hyundai,Sonata,2003,Grey,96664.02,174363,Hybrid,7UUARXGK78KBWDMYK,True
VH00172,PH00172,Mercedes,GLE,2004,gray,55151.32,126113,Diesel,H4NYF5KRAVMYJSGJL,True
VH00173,PH00173,Chevrolet,Equinox,2000,Yellow,117422.3,115994,Diesel,NU2KJUNZXEPE34YK2,False
VH00174,PH00174,Toyota,RAV4,2022,gray,117332.99,84488,Ev,HP31E8TNFVF68MKD0,False
VH00175,PH00175,Chevrolet,Silverado,2013,Red,13194.26,179122,Hybrid,BXL40CG8YHBB801BX,False
VH00176,PH00176,Mercedes,GLE,2002,BLACK,25965.52,54554,Diesel,84YWEC1AWZD7UZMJV,False
VH00177,PH00177,Toyota,Corolla,2014,Black,30596.05,143500,Hybrid,A6ZZ9LCEWD04GFCJW,False
VH00178,PH00178,Tesla,Model X,2007,Yellow,6016.32,35854,Diesel,4T76TE93Y5963MNR4,True
VH00179,PH00179,Honda,Pilot,2009,Orange,92859.42,1730,Diesel,LVMCDZNUYJBXLW1KN,False
VH00180,PH00180,BMW,3 Series,2020,Yellow,65904.87,176395,Hybrid,N5SVRV2Y7H4XC9V8J,False
VH00181,PH00181,BMW,X5,2006,Silver,77189.18,198341,Petrol,NG1UE8R0S9KLYAD39,False
VH00182,PH00182,Hyundai,Elantra,2010,BLACK,7119.18,14205,Hybrid,PFN3V8B21XBKUB3CV,False
VH00183,PH00183,Mercedes,S-Class,2009,Yellow,60679.07,83297,Petrol,6L4R9L2AVCZ882M8C,True
VH00184,PH00184,Chevrolet,Silverado,2019,white,18723.68,183782,Diesel,7AMH58Y298ZEMZBNA,False
VH00185,PH00185,Ford,Explorer,2004,Green,72618.63,549905,Hybrid,YGDA2VLUDDU0CWKHZ,True
VH00186,PH00186,Nissan,Sentra,2015,Red,52134.34,28109,Electric,YNJ0YP7CTDNPDHDPX,False
VH00187,PH00187,Hyundai,Santa Fe,2007,White,42457.67,22016,Hybrid,441TRZLKK4XU1GEZ6,True
VH00188,PH00188,Nissan,Sentra,2014,Black,106010.98,16209,Electric,02U8P09AVV4M92MDR,False
VH00189,PH00189,Honda,CR-V,2023,Blue,26546.02,71855,Hybrid,RN4E1BFXZSAW4SCD6,False
VH00190,PH00190,Mercedes,A-Class,2010,Grey,50925.24,6261,Diesel,4VE2AVS078NHSPYYF,False
VH00191,PH00191,Ford,Mustang,2002,Silver,79055.89,193829,Diesel,R58D6RZYTLT91GJBV,False
VH00192,PH00192,BMW,M3,2012,Grey,48742.34,0,Hybrid,P3TJTNYY4JD1KZPL9,True
VH00193,PH00193,Chevrolet,Silverado,2009,BLACK,66195.32,174868,Electric,9TXNGRWKSY3E2W9RL,True
VH00194,PH00194,Toyota,Highlander,2007,Grey,108879.62,48799,Ev,NH4BZUM5494ZB41JR,False
VH00195,PH00195,Ford,F-150,2011,White,72566.84,54821,Petrol,FCXD06GML3H1JY2S2,False
VH00196,PH00196,Audi,TT,2017,BLACK,112313.13,720470,Hybrid,7HAB6ETB6U15C1F5L,False
VH00197,PH00197,Nissan,Altima,2013,Black,113135.72,0,Hybrid,Y440GGEE0Y3P81CPU,False
VH00198,PH00198,Hyundai,Tucson,2005,Blue,85449.82,197293,Diesel,3CCYS171U8VL8V5EY,False
VH00199,PH00199,Ford,Mustang,2015,White,46753.11,128342,Petrol,EB9J2VV38UNUV79TR,True
VH00200,PH00200,Toyota,Prius,2015,Blue,74259.9,162535,Electric,MWM1VYB3H0BDHHMBJ,True
VH00201,PH00201,Tesla,Cybertruck,2015,BLACK,32698.25,181038,Ev,N74808YWJD5VCGP1S,True
VH00202,PH00202,BMW,5 Series,2019,Silver,53651.37,6739,Electric,KV6PSLW8V7DWC3A0J,False
VH00203,PH00203,Toyota,Camry,2013,Green,64082.86,0,Electric,HVC1X3S5M498JF4KF,False
VH00204,PH00204,Chevrolet,Equinox,2013,Grey,68807.78,19967,Hybrid,PW3UDKNY3AKXY3BNT,True
VH00205,PH00205,Hyundai,Santa Fe,2007,BLACK,85246.08,142469,Electric,LAM3FG97SW6HSDGV9,False
VH00206,PH00206,Audi,Q5,2016,Red,54864.22,30815,Hybrid,9YH906MZKR1ZZXUUU,False
VH00207,PH00207,Toyota,Prius,2018,Red,47694.13,7632,Ev,XY2B9GRRKEUW5RN6B,False
VH00208,PH00208,Audi,A4,2007,Blue,95800.59,173783,Ev,ZKGWSK3SPJRGKAT2M,True
VH00209,PH00209,Chevrolet,Silverado,2015,BLACK,60261.63,20373,Petrol,1XTYY6DAURFCPJAMD,True
VH00210,PH00210,Toyota,Prius,2000,Black,3895.31,102189,Hybrid,LDY4AYFDG3Y8T2HLY,False
VH00211,PH00211,Toyota,Camry,2019,Silver,59095.94,58523,Electric,UCZ33XPCVVJ0VA8HD,False
VH00212,PH00212,Ford,Escape,2013,Green,47543.4,160752,Petrol,H01DHDKABBF8ELZ3W,False
VH00213,PH00213,Mercedes,C-Class,2013,gray,12223.82,108728,Diesel,1K17K9GEPV855B5N9,False
VH00214,PH00214,Chevrolet,Tahoe,2019,Grey,18429.83,51914,Petrol,3DM2B3HDPSBB03YK6,True
VH00215,PH00215,Tesla,Cybertruck,2022,Grey,108796.75,176042,Diesel,A0TRAM6HLVYXMLR5J,True
VH00216,PH00216,Chevrolet,Spark,2017,white,117972.98,838361,Hybrid,EJWVCRA0P0MYCH5GS,False
VH00217,PH00217,Ford,Mustang,2020,Red,37738.24,23273,Hybrid,SASPP2C9XBB1ZV3WE,True
VH00218,PH00218,Chevrolet,Spark,2000,Green,43544.88,586525,Hybrid,4RE1T06TE0MZPP9N5,True
VH00219,PH00219,Audi,Q5,2006,Yellow,27110.53,102155,Petrol,5U3P425NWYGZVK2B8,False
VH00220,PH00220,BMW,X5,2007,BLACK,29120.18,86167,Petrol,82LT95T2ZFEN9165R,False
VH00221,PH00221,Tesla,Model Y,2003,Yellow,109708.24,84727,Diesel,SUB155WSKTMLKAE9E,True
VH00222,PH00222,Toyota,Prius,2011,Silver,7148.56,6338,Hybrid,GMCTT4ELZE9CAR0GH,False
VH00223,PH00223,Nissan,Pathfinder,2002,Black,92872.57,161797,Diesel,4MAD364FCXTP8FEJ4,False
VH00224,PH00224,Hyundai,Santa Fe,2001,Green,78896.73,62979,Diesel,4UKZXZ7D809DHM1S9,False
VH00225,PH00225,Toyota,Corolla,2015,gray,84137.24,24652,Diesel,XEW2G4PFH5GXR7ALS,True
VH00226,PH00226,Chevrolet,Malibu,2021,white,110429.64,73840,Ev,1WPGCCW9WVEW7M6B3,True
VH00227,PH00227,Nissan,Pathfinder,2009,Grey,113529.87,175942,Hybrid,325W8X426BKF0V7KP,False
VH00228,PH00228,Ford,Escape,2018,gray,53165.22,28610,Petrol,L668F1125HYP0LYKR,True
VH00229,PH00229,Honda,Pilot,2000,Red,52924.99,194122,Electric,7WAEF5SYKYVH8JNC4,True
VH00230,PH00230,Hyundai,Elantra,2024,BLACK,36571.78,52492,Hybrid,JDB7RVGPR6C15S4NL,False
VH00231,PH00231,Mercedes,S-Class,2000,Green,6603.59,70388,Diesel,3H9V87FR4ZB4NJHLZ,True
VH00232,PH00232,Audi,TT,2005,Green,62234.77,180840,Petrol,UJL91YW09EFT9JWE6,False
VH00233,PH00233,Mercedes,C-Class,2015,Grey,52626.76,77321,Ev,HH6LF4EKKX6HY85JE,False
VH00234,PH00234,BMW,M3,2011,Orange,91590.88,17669,Petrol,0W0B1AZYE2T5FPPSW,True
VH00235,PH00235,Honda,Civic,2020,BLACK,45250.75,173701,Diesel,JNHL8CH073LJS5GNH,True
VH00236,PH00236,Mercedes,E-Class,2014,Black,41761.52,110966,Hybrid,YCX51LR3WFVLADPXW,False
VH00237,PH00237,BMW,X5,2012,Black,35856.28,79362,Hybrid,V6LWHDK4H6B8GJH58,False
VH00238,PH00238,Tesla,Model S,2015,Red,3323.41,58563,Hybrid,GJZ92TVLDWSNFDLNL,False
VH00239,PH00239,Tesla,Model S,2013,White,78192.17,42525,Hybrid,SG23HVY4DGEPDFTF6,True
