policy_id,policyholder_id,vehicle_id,coverage_type,start_date,end_date,premium_usd,deductible_usd,is_active,agent_id,coverage_amount_usd
POL00082,PH00082,VH00082,Comprehensive,2019-06-06,2020-06-05,3243.56,265.56,False,AGT012,119484.43
POL00083,PH00083,VH00083,Third Party,2023-09-01,2024-08-31,0.0,1873.76,False,AGT004,135945.22
POL00084,PH00084,VH00084,Comprehensive,2020-07-21,2021-07-21,681.94,1313.33,False,AGT009,110164.54
POL00085,PH00085,VH00085,Collision,2019-07-25,2020-07-24,4960.51,1752.02,False,AGT010,381369.16
POL00086,PH00086,VH00086,Third Party,2019-06-28,2020-06-27,2462.56,1504.39,False,AGT030,475096.31
POL00087,PH00087,VH00087,Third Party,2023-05-12,2024-05-11,3939.18,1669.37,False,AGT039,253009.67
POL00088,PH00088,VH00088,Third Party Fire & Theft,2023-11-06,2024-11-05,0.0,1038.24,True,AGT024,132338.02
POL00089,PH00089,VH00089,Third Party Fire & Theft,2024-04-28,2025-04-28,3210.13,651.04,False,AGT014,299893.03
POL00090,PH00090,VH00090,Comprehensive,2022-02-19,2023-02-19,3349.88,1117.58,False,AGT025,77663.67
POL00091,PH00091,VH00091,Third Party Fire & Theft,2019-10-12,2020-10-11,0.0,940.85,False,AGT023,294441.85
POL00092,PH00092,VH00092,Third Party,2023-06-11,2024-06-10,641.45,0.0,False,AGT011,74937.91
POL00093,PH00093,VH00093,Collision,2022-12-24,2023-12-24,1966.12,1402.94,False,AGT028,158449.56
POL00094,PH00094,VH00094,Collision,2019-09-05,2020-09-04,0.0,1267.97,False,AGT036,92470.38
POL00095,PH00095,VH00095,Collision,2023-12-01,2024-11-30,2039.23,1402.81,True,AGT047,364840.53
POL00096,PH00096,VH00096,Collision,2024-12-14,2025-12-14,3525.57,957.79,False,AGT046,461352.61
POL00097,PH00097,VH00097,Third Party,2022-05-22,2023-05-22,0.0,896.33,False,AGT039,18308.54
POL00098,PH00098,VH00098,Collision,2020-03-13,2021-03-13,0.0,1875.32,True,AGT045,155007.4
POL00099,PH00099,VH00099,Third Party,2020-12-10,2021-12-10,0.0,1605.91,False,AGT002,358261.34
POL00100,PH00100,VH00100,Comprehensive,2023-05-15,2024-05-14,0.0,1981.97,False,AGT036,386768.07
POL00101,PH00101,VH00101,Third Party,2020-09-20,2021-09-20,0.0,485.63,False,AGT024,223053.8
POL00102,PH00102,VH00102,Collision,2024-08-19,2025-08-19,3863.04,317.68,False,AGT032,359591.43
POL00103,PH00103,VH00103,Third Party,2019-09-05,2020-09-04,0.0,479.98,True,AGT031,26532.66
POL00104,PH00104,VH00104,Third Party,2020-01-30,2021-01-29,2521.16,1522.13,False,AGT002,432086.55
POL00105,PH00105,VH00105,Collision,2020-03-18,2021-03-18,3201.68,0.0,False,AGT047,153765.13
POL00106,PH00106,VH00106,Third Party,2022-11-21,2023-11-21,0.0,1050.35,False,AGT043,219275.24
POL00107,PH00107,VH00107,Third Party Fire & Theft,2019-12-18,2020-12-17,856.08,1544.89,False,AGT031,37237.06
POL00108,PH00108,VH00108,Comprehensive,2019-11-27,2020-11-26,2872.38,1487.32,False,AGT009,133763.12
POL00109,PH00109,VH00109,Third Party Fire & Theft,2023-02-26,2024-02-26,0.0,1439.65,False,AGT025,450714.8
POL00110,PH00110,VH00110,Collision,2024-06-16,2025-06-16,4411.56,1521.66,False,AGT026,29827.77
POL00111,PH00111,VH00111,Third Party,2024-05-18,2025-05-18,2704.41,1181.84,False,AGT007,316357.74
POL00112,PH00112,VH00112,Third Party Fire & Theft,2022-08-12,2023-08-12,1568.9,0.0,True,AGT021,134031.29
POL00113,PH00113,VH00113,Collision,2021-06-14,2022-06-14,4082.61,1980.8,False,AGT002,89902.24
POL00114,PH00114,VH00114,Third Party Fire & Theft,2023-05-05,2024-05-04,3271.24,1607.75,False,AGT048,290537.32
POL00115,PH00115,VH00115,Collision,2019-06-04,2020-06-03,1311.71,1501.55,True,AGT025,250890.79
POL00116,PH00116,VH00116,Collision,2021-01-24,2022-01-24,2947.15,1383.57,False,AGT003,348265.46
POL00117,PH00117,VH00117,Third Party Fire & Theft,2024-04-23,2025-04-23,0.0,1201.1,False,AGT004,416610.21
POL00118,PH00118,VH00118,Third Party,2024-09-30,2025-09-30,2320.24,1361.01,False,AGT018,227965.87
POL00119,PH00119,VH00119,Comprehensive,2022-06-17,2023-06-17,2808.66,1232.12,True,AGT002,435308.64
POL00120,PH00120,VH00120,Third Party,2019-05-13,2020-05-12,4172.99,279.81,False,AGT045,474585.18
POL00121,PH00121,VH00121,Collision,2020-03-16,2021-03-16,4448.41,1912.54,True,AGT020,62215.27
POL00122,PH00122,VH00122,Comprehensive,2019-02-14,2020-02-14,998.62,719.16,False,AGT001,434594.75
POL00123,PH00123,VH00123,Comprehensive,2020-11-11,2021-11-11,4686.0,1966.62,False,AGT015,103594.03
POL00124,PH00124,VH00124,Third Party Fire & Theft,2020-10-29,2021-10-29,1268.37,481.79,False,AGT007,18296.88
POL00125,PH00125,VH00125,Third Party Fire & Theft,2020-08-29,2021-08-29,0.0,345.79,False,AGT022,281565.05
POL00126,PH00126,VH00126,Third Party,2020-02-24,2021-02-23,4528.76,1623.5,False,AGT011,197032.84
POL00127,PH00127,VH00127,Comprehensive,2020-02-22,2021-02-21,0.0,711.58,False,AGT029,253672.2
POL00128,PH00128,VH00128,Collision,2024-06-04,2025-06-04,2342.29,396.22,True,AGT035,182456.55
POL00129,PH00129,VH00129,Third Party,2019-10-30,2020-10-29,4488.65,1100.25,False,AGT034,396757.04
POL00130,PH00130,VH00130,Collision,2019-12-09,2020-12-08,4668.0,1117.55,False,AGT010,233908.85
POL00131,PH00131,VH00131,Collision,2022-07-24,2023-07-24,508.63,942.63,True,AGT002,481314.92
POL00132,PH00132,VH00132,Collision,2023-10-09,2024-10-08,339.75,1994.9,True,AGT050,138224.87
POL00133,PH00133,VH00133,Third Party Fire & Theft,2021-02-09,2022-02-09,1241.71,1300.24,False,AGT022,319623.41
POL00134,PH00134,VH00134,Comprehensive,2020-05-30,2021-05-30,0.0,1755.82,False,AGT008,403002.67
POL00135,PH00135,VH00135,Third Party,2021-12-14,2022-12-14,1473.65,1531.6,False,AGT035,226274.67
POL00136,PH00136,VH00136,Collision,2024-07-30,2025-07-30,2198.86,726.32,False,AGT031,401220.5
POL00137,PH00137,VH00137,Third Party,2019-11-25,2020-11-24,1800.72,0.0,True,AGT024,22582.8
POL00138,PH00138,VH00138,Third Party Fire & Theft,2023-08-08,2024-08-07,0.0,1381.18,False,AGT046,397432.39
POL00139,PH00139,VH00139,Collision,2021-01-03,2022-01-03,4102.5,1164.89,False,AGT047,199247.66
POL00140,PH00140,VH00140,Collision,2019-04-12,2020-04-11,0.0,1979.78,True,AGT045,317402.14
POL00141,PH00141,VH00141,Collision,2020-09-24,2021-09-24,420.99,291.32,False,AGT019,319995.29
POL00142,PH00142,VH00142,Collision,2021-06-20,2022-06-20,3730.28,0.0,False,AGT033,250961.89
POL00143,PH00143,VH00143,Comprehensive,2022-02-24,2023-02-24,4234.2,1715.28,True,AGT016,14455.3
POL00144,PH00144,VH00144,Collision,2021-11-29,2022-11-29,407.79,230.79,False,AGT034,290227.8
POL00145,PH00145,VH00145,Collision,2024-01-27,2025-01-26,1470.45,1083.65,False,AGT030,154870.76
POL00146,PH00146,VH00146,Third Party Fire & Theft,2019-10-25,2020-10-24,4034.54,504.85,True,AGT017,346812.5
POL00147,PH00147,VH00147,Third Party,2020-05-09,2021-05-09,4894.85,1791.42,False,AGT016,241239.93
POL00148,PH00148,VH00148,Third Party,2024-12-18,2025-12-18,4403.31,1257.15,False,AGT032,140814.44
POL00149,PH00149,VH00149,Third Party Fire & Theft,2019-10-31,2020-10-30,3860.27,1273.71,True,AGT017,248240.25
POL00150,PH00150,VH00150,Third Party,2024-10-31,2025-10-31,833.41,1040.6,False,AGT033,348613.79
POL00151,PH00151,VH00151,Third Party Fire & Theft,2023-06-16,2024-06-15,3864.85,1126.94,True,AGT011,327438.24
POL00152,PH00152,VH00152,Collision,2023-03-22,2024-03-21,0.0,0.0,False,AGT013,61814.24
POL00153,PH00153,VH00153,Third Party Fire & Theft,2024-11-16,2025-11-16,918.88,1233.88,True,AGT028,69480.42
POL00154,PH00154,VH00154,Comprehensive,2021-04-29,2022-04-29,0.0,1445.96,False,AGT005,378595.77
POL00155,PH00155,VH00155,Third Party Fire & Theft,2021-11-03,2022-11-03,0.0,307.16,False,AGT046,148606.24
POL00156,PH00156,VH00156,Collision,2023-09-03,2024-09-02,2286.16,1668.01,True,AGT046,145429.64
POL00157,PH00157,VH00157,Comprehensive,2020-03-17,2021-03-17,3307.18,657.65,False,AGT005,182144.78
POL00158,PH00158,VH00158,Third Party Fire & Theft,2023-06-25,2024-06-24,1997.39,1603.12,False,AGT049,54727.57
POL00159,PH00159,VH00159,Collision,2021-02-09,2022-02-09,3751.54,996.95,False,AGT019,365573.29
POL00160,PH00160,VH00160,Third Party,2024-10-25,2025-10-25,0.0,1915.08,True,AGT046,184530.13
POL00161,PH00161,VH00161,Third Party,2022-10-30,2023-10-30,2023.87,635.66,False,AGT045,218074.93
POL00162,PH00162,VH00162,Third Party Fire & Theft,2024-02-24,2025-02-23,0.0,1031.66,False,AGT031,160962.41
POL00163,PH00163,VH00163,Collision,2024-10-26,2025-10-26,4698.81,1825.46,False,AGT017,64156.3
POL00164,PH00164,VH00164,Collision,2020-09-13,2021-09-13,2302.2,264.5,False,AGT007,209690.58
POL00165,PH00165,VH00165,Third Party,2022-01-13,2023-01-13,0.0,745.6,True,AGT042,410112.57
POL00166,PH00166,VH00166,Third Party,2022-01-10,2023-01-10,0.0,956.45,True,AGT041,99974.15
POL00167,PH00167,VH00167,Comprehensive,2020-11-03,2020-10-18,0.0,0.0,False,AGT035,310323.64
POL00168,PH00168,VH00168,Third Party,2023-01-08,2024-01-08,0.0,471.45,False,AGT043,409405.94
POL00169,PH00169,VH00169,Comprehensive,2020-10-09,2021-10-09,4069.16,1854.22,True,AGT020,92618.34
POL00170,PH00170,VH00170,Third Party Fire & Theft,2024-02-17,2025-02-16,0.0,830.18,False,AGT043,117446.7
POL00171,PH00171,VH00171,Third Party Fire & Theft,2023-09-03,2024-09-02,4991.63,673.97,True,AGT035,22455.38
POL00172,PH00172,VH00172,Comprehensive,2024-01-04,2025-01-03,1507.03,1203.36,False,AGT008,274646.5
POL00173,PH00173,VH00173,Collision,2022-03-20,2023-03-20,1701.77,0.0,False,AGT044,356073.82
POL00174,PH00174,VH00174,Collision,2021-09-18,2022-09-18,2490.67,792.95,False,AGT019,383832.45
POL00175,PH00175,VH00175,Comprehensive,2024-06-27,2025-06-27,3333.31,0.0,False,AGT035,462629.28
POL00176,PH00176,VH00176,Collision,2021-03-09,2022-03-09,0.0,1523.55,False,AGT049,164530.1
POL00177,PH00177,VH00177,Collision,2019-03-30,2020-03-29,1932.26,795.06,True,AGT049,100252.99
POL00178,PH00178,VH00178,Comprehensive,2023-08-28,2024-08-27,366.93,409.77,False,AGT033,408473.76
POL00179,PH00179,VH00179,Third Party Fire & Theft,2023-02-13,2024-02-13,0.0,1505.15,False,AGT014,55051.39
POL00180,PH00180,VH00180,Collision,2021-03-01,2022-03-01,4684.26,1542.12,False,AGT034,139648.78
POL00181,PH00181,VH00181,Collision,2022-04-27,2023-04-27,4603.62,0.0,True,AGT004,33254.87
POL00182,PH00182,VH00182,Third Party,2024-06-29,2025-06-29,614.56,254.83,False,AGT031,193537.41
POL00183,PH00183,VH00183,Collision,2024-10-06,2025-10-06,0.0,1467.89,False,AGT009,179153.04
POL00184,PH00184,VH00184,Third Party,2020-11-27,2021-11-27,4968.65,0.0,False,AGT008,464774.67
POL00185,PH00185,VH00185,Collision,2019-02-20,2020-02-20,2350.29,1993.91,False,AGT029,10093.23
POL00186,PH00186,VH00186,Collision,2021-04-18,2022-04-18,0.0,354.79,False,AGT050,38964.28
POL00187,PH00187,VH00187,Third Party Fire & Theft,2023-01-28,2024-01-28,1759.0,918.3,False,AGT032,153856.92
POL00188,PH00188,VH00188,Third Party,2022-12-12,2023-12-12,1962.85,0.0,False,AGT005,319633.25
POL00189,PH00189,VH00189,Third Party,2022-01-18,2023-01-18,0.0,293.33,False,AGT022,398929.61
POL00190,PH00190,VH00190,Comprehensive,2019-04-03,2020-04-02,444.36,599.73,False,AGT002,237378.62
POL00191,PH00191,VH00191,Third Party Fire & Theft,2022-04-09,2023-04-09,0.0,1064.36,False,AGT019,345648.18
POL00192,PH00192,VH00192,Third Party Fire & Theft,2024-04-14,2025-04-14,2798.65,818.44,False,AGT050,37444.21
POL00193,PH00193,VH00193,Collision,2022-09-22,2023-09-22,834.38,1462.28,True,AGT013,463440.52
POL00194,PH00194,VH00194,Comprehensive,2021-04-14,2022-04-14,0.0,505.55,False,AGT024,427565.7
POL00195,PH00195,VH00195,Comprehensive,2023-08-24,2024-08-23,1216.7,433.39,False,AGT019,81644.95
POL00196,PH00196,VH00196,Comprehensive,2022-04-03,2023-04-03,0.0,1144.89,False,AGT009,298487.57
POL00197,PH00197,VH00197,Third Party Fire & Theft,2019-08-27,2020-08-26,4627.02,450.09,False,AGT026,145991.44
POL00198,PH00198,VH00198,Third Party Fire & Theft,2019-06-05,2020-06-04,3145.41,544.63,False,AGT005,290991.84
POL00199,PH00199,VH00199,Third Party Fire & Theft,2020-06-23,2021-06-23,2924.46,1016.16,False,AGT032,291751.96
POL00200,PH00200,VH00200,Comprehensive,2023-03-03,2024-03-02,0.0,735.37,False,AGT001,133488.29
POL00201,PH00201,VH00201,Third Party Fire & Theft,2021-03-01,2022-03-01,4321.05,1359.91,False,AGT006,444448.41
POL00202,PH00202,VH00202,Third Party Fire & Theft,2019-07-21,2020-07-20,4596.27,1169.35,False,AGT035,302282.8
POL00203,PH00203,VH00203,Collision,2024-06-10,2025-06-10,2715.53,0.0,False,AGT046,336505.41
POL00204,PH00204,VH00204,Collision,2024-01-18,2025-01-17,2783.36,1311.48,False,AGT035,476555.45
POL00205,PH00205,VH00205,Collision,2020-09-29,2021-09-29,4120.49,0.0,True,AGT011,105786.75
POL00206,PH00206,VH00206,Third Party,2019-12-13,2020-12-12,2822.55,1871.83,True,AGT002,43786.85
POL00207,PH00207,VH00207,Comprehensive,2022-08-07,2023-08-07,4499.22,1371.65,True,AGT032,48217.73
POL00208,PH00208,VH00208,Collision,2021-07-30,2022-07-30,4393.41,1711.39,False,AGT016,113642.49
POL00209,PH00209,VH00209,Collision,2020-06-18,2021-06-18,4938.52,336.42,True,AGT026,171087.4
POL00210,PH00210,VH00210,Collision,2024-01-24,2025-01-23,4890.85,268.36,False,AGT022,467182.24
POL00211,PH00211,VH00211,Collision,2024-06-01,2025-06-01,1579.84,359.23,True,AGT026,355027.84
POL00212,PH00212,VH00212,Third Party,2021-07-21,2022-07-21,4075.12,504.25,False,AGT043,446871.07
POL00213,PH00213,VH00213,Third Party,2023-02-04,2024-02-04,1594.72,1578.54,False,AGT021,172927.19
POL00214,PH00214,VH00214,Comprehensive,2021-10-08,2022-10-08,0.0,783.35,False,AGT013,171825.29
POL00215,PH00215,VH00215,Comprehensive,2024-07-25,2025-07-25,799.77,0.0,False,AGT036,182111.63
POL00216,PH00216,VH00216,Collision,2020-10-06,2021-10-06,0.0,1202.86,False,AGT034,108845.44
POL00217,PH00217,VH00217,Third Party,2023-07-11,2024-07-10,513.54,1923.16,False,AGT024,353747.97
POL00218,PH00218,VH00218,Collision,2021-06-13,2022-06-13,0.0,425.65,False,AGT041,25029.42
POL00219,PH00219,VH00219,Collision,2021-08-31,2022-08-31,2941.2,1475.59,True,AGT042,216733.58
POL00220,PH00220,VH00220,Third Party,2024-03-13,2025-03-13,3276.24,1469.29,False,AGT015,305771.64
POL00221,PH00221,VH00221,Collision,2020-09-20,2021-09-20,4939.29,871.07,True,AGT024,118555.38
POL00222,PH00222,VH00222,Comprehensive,2021-09-01,2022-09-01,1227.99,1501.44,False,AGT044,20392.24
POL00223,PH00223,VH00223,Comprehensive,2024-11-10,2025-11-10,2959.84,713.37,True,AGT044,246873.96
POL00224,PH00224,VH00224,Third Party,2022-06-12,2023-06-12,3671.32,1198.17,True,AGT011,486126.69
POL00225,PH00225,VH00225,Third Party Fire & Theft,2024-02-11,2025-02-10,2653.98,766.91,True,AGT001,367008.29
POL00226,PH00226,VH00226,Collision,2020-07-19,2021-07-19,0.0,1302.15,False,AGT018,333846.71
POL00227,PH00227,VH00227,Collision,2023-04-21,2024-04-20,2699.93,1139.31,False,AGT047,460493.97
POL00228,PH00228,VH00228,Comprehensive,2019-02-17,2020-02-17,0.0,1691.85,False,AGT022,314634.83
POL00229,PH00229,VH00229,Collision,2024-10-02,2025-10-02,0.0,577.07,False,AGT045,477508.73
POL00230,PH00230,VH00230,Third Party,2020-09-03,2021-09-03,4933.41,0.0,False,AGT007,442566.31
POL00231,PH00231,VH00231,Comprehensive,2023-02-09,2024-02-09,322.06,1334.78,False,AGT011,346446.1
POL00232,PH00232,VH00232,Third Party,2021-08-28,2022-08-28,0.0,0.0,False,AGT009,46045.21
POL00233,PH00233,VH00233,Third Party Fire & Theft,2021-07-23,2022-07-23,3264.1,305.87,True,AGT019,298851.28
POL00234,PH00234,VH00234,Third Party,2021-08-13,2022-08-13,0.0,308.7,False,AGT024,171102.05
POL00235,PH00235,VH00235,Collision,2020-03-25,2021-03-25,410.09,1317.83,True,AGT013,206659.57
POL00236,PH00236,VH00236,Comprehensive,2023-12-07,2024-12-06,0.0,350.71,False,AGT034,361563.17
POL00237,PH00237,VH00237,Comprehensive,2024-11-22,2025-11-22,1188.17,728.12,False,AGT014,326219.32
POL00238,PH00238,VH00238,Comprehensive,2019-06-07,2020-06-06,2505.81,326.34,False,AGT031,88403.99
POL00239,PH00239,VH00239,Comprehensive,2021-08-29,2022-08-29,2842.59,1965.28,False,AGT020,194740.05
POL00240,PH00240,VH00240,Collision,2024-07-02,2025-07-02,4614.48,1855.26,False,AGT033,236634.85
POL00241,PH00241,VH00241,Comprehensive,2019-11-16,2020-11-15,2621.08,1385.17,False,AGT048,155205.53
POL00242,PH00242,VH00242,Comprehensive,2021-10-06,2022-10-06,4466.56,484.16,False,AGT004,69510.67
POL00243,PH00243,VH00243,Collision,2023-05-22,2024-05-21,3409.68,1918.53,False,AGT046,364384.67
POL00244,PH00244,VH00244,Third Party,2021-07-19,2022-07-19,0.0,1417.41,False,AGT008,82628.2
